input_seq,output_seq,text,metrics
"[2.926, 2.888, 2.821, 2.832, 2.796, 2.84, 2.862, 2.835, 2.86, 2.838, 2.821, 2.813, 2.873, 2.921]","[3.06, 3.158, 3.148]","Over the past fourteen weeks, gasoline retail prices have exhibited a period of relative steadiness, punctuated by medium-level volatility and a choppy trading pattern. This price action has been primarily driven by fluctuating crude oil benchmarks and shifting refinery operational rates. Market sources have noted that inventory levels have been a significant factor, with draws and builds contributing to the price instability. Concurrently, consumer demand has shown variability, and unplanned weather-related disruptions have intermittently affected the supply chain. More recently, these market conditions have culminated in a pronounced upward shift in retail prices.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.10346619010792374}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9994851918589193), 'r2': np.float64(0.0010293512521311055), 'diff_z': np.float64(0.8705088110042347)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 6.736714069159843}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.343204893617301}}"
"[2.821, 2.832, 2.796, 2.84, 2.862, 2.835, 2.86, 2.838, 2.821, 2.813, 2.873, 2.921, 3.06, 3.158]","[3.148, 3.147, 3.113]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors, including elevated crude oil benchmarks and robust consumer demand. Refinery operations have faced intermittent challenges, contributing to a choppy price environment, while regional inventories have tightened. These market conditions have persisted, leading to a steady and mild near-term shift in pricing as the market has absorbed these supply and demand pressures.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.281067299307379}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.7068845499130906), 'r2': np.float64(0.5003142330877259), 'diff_z': np.float64(0.431038762019231)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.902060174016308}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.35210527238502143}}"
"[2.796, 2.84, 2.862, 2.835, 2.86, 2.838, 2.821, 2.813, 2.873, 2.921, 3.06, 3.158, 3.148, 3.147]","[3.113, 3.053, 3.05]","Over the past fourteen weeks, gasoline prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors in the physical market. Global crude benchmarks have generally strengthened, while refinery operations have faced intermittent challenges, contributing to tighter fuel supplies. Concurrently, gasoline inventories have drawn down, indicating robust consumer demand that has outpaced available stockpiles. The market has also contended with a medium level of price volatility, reflecting a mixed pattern of weekly adjustments influenced by these underlying supply and demand fundamentals.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7179449100623745}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': np.float64(0.5382285282533505), 'r2': np.float64(0.7103100513710362), 'diff_z': np.float64(0.3027668692881344)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.5968168421476224}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.47594254500309174}}"
"[2.862, 2.835, 2.86, 2.838, 2.821, 2.813, 2.873, 2.921, 3.06, 3.158, 3.148, 3.147, 3.113, 3.053]","[3.05, 3.032, 3.104]","Over the past fourteen weeks, gasoline retail prices have undergone a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors, including elevated crude oil benchmarks and tightening regional refinery supplies. Operational challenges at some facilities have coincided with a drawdown in gasoline inventories, further pressuring the market. Consumer demand has remained robust for the season, contributing to the upward momentum on prices. The market has also contended with a medium level of volatility, creating a mixed pricing environment where sharp weekly increases have been interspersed with periods of relative stability.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7221204533260126}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': np.float64(0.5361956658351413), 'r2': np.float64(0.7124942079364621), 'diff_z': np.float64(0.3151240150295361)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.31588934354205334}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.40294546184044416}}"
"[2.86, 2.838, 2.821, 2.813, 2.873, 2.921, 3.06, 3.158, 3.148, 3.147, 3.113, 3.053, 3.05, 3.032]","[3.104, 3.159, 3.119]","Over the past fourteen weeks, gasoline retail prices have followed a moderately rising trajectory, primarily influenced by market fundamentals. The upward pressure has been largely attributed to firming crude oil benchmarks, which have been supported by production adjustments from major exporters. Concurrently, refinery operations have faced intermittent challenges, including unplanned maintenance and weather-related disruptions, tightening the supply of finished gasoline. This has occurred alongside a drawdown in regional fuel inventories, indicating that demand has remained robust despite the higher prices. The overall market movement has been characterized by a low level of volatility, with prices exhibiting a choppy but persistent climb.","{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.876357584705998}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'choppy', 'vol_z': np.float64(0.49559007169258823), 'r2': np.float64(0.5795366052243306), 'diff_z': np.float64(0.23996305865849687)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.49583100473129516}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.09033358385779372}}"
"[2.821, 2.813, 2.873, 2.921, 3.06, 3.158, 3.148, 3.147, 3.113, 3.053, 3.05, 3.032, 3.104, 3.159]","[3.119, 3.07, 3.03]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced upward trend. This sustained increase has been primarily driven by a combination of factors, including rising crude oil benchmarks and tightening regional refinery supplies. Operational challenges at some facilities have coincided with a drawdown in gasoline inventories, further pressuring the market. Consumer demand has remained robust, contributing to the upward momentum, while weather-related disruptions to logistics have intermittently exacerbated the choppy price movements observed throughout this period. The overall market conditions have reflected these persistent supply and demand pressures.","{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.0664617993480094}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6183159086701211), 'r2': np.float64(0.5178377960967361), 'diff_z': np.float64(0.3455125952999035)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.18777032131809862}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.6596667867349686}}"
"[2.873, 2.921, 3.06, 3.158, 3.148, 3.147, 3.113, 3.053, 3.05, 3.032, 3.104, 3.159, 3.119, 3.07]","[3.03, 3.03, 3.011]","Over the past fourteen weeks, gasoline retail prices have followed a moderately rising trajectory, characterized by a choppy and volatile trading pattern. This upward pressure has been primarily driven by firming crude oil benchmarks and robust consumer demand. Refinery operations have faced intermittent challenges, contributing to the market's volatility, while regional inventories have tightened. More recently, a moderate shift has been observed, with prices beginning to retreat. This easing has been linked to improved refinery output and a slight moderation in demand. Weather-related disruptions have also played a role in the recent price movements, influencing both supply logistics and regional consumption patterns.","{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.488756385516125}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8870654095394166), 'r2': np.float64(0.2131149591878626), 'diff_z': np.float64(0.5816096501905427)}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.1134377194769525}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.22911895310501804}}"
"[3.06, 3.158, 3.148, 3.147, 3.113, 3.053, 3.05, 3.032, 3.104, 3.159, 3.119, 3.07, 3.03, 3.03]","[3.011, 3.092, 3.18]","Over the past fourteen weeks, gasoline prices have exhibited a generally stable trend, with a mild degree of overall movement. This period has been characterized by medium volatility, creating a choppy pricing environment for consumers. Market conditions have been influenced by a mix of factors, including fluctuating global crude benchmarks and steady domestic refinery operations. Inventory levels have provided some support, while seasonal demand has remained consistent. Recent weeks have seen these conditions persist, with the market maintaining its established pattern without a significant near-term shift.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.9765453169669579}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6368997771047058), 'r2': np.float64(0.1843742264705719), 'diff_z': np.float64(0.5413972651237784)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.747804972452222}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.47802039890658}}"
"[3.148, 3.147, 3.113, 3.053, 3.05, 3.032, 3.104, 3.159, 3.119, 3.07, 3.03, 3.03, 3.011, 3.092]","[3.18, 3.212, 3.273]","Over the past fourteen weeks, gasoline prices have followed a moderately declining trend, characterized by choppy and medium-volatility trading conditions. This downward movement has been primarily driven by a combination of factors, including lower crude oil benchmark costs and improved refinery output. Ample fuel inventories and seasonal shifts in demand have also contributed to the overall price pressure. However, market conditions have recently shifted, with a pronounced upward movement emerging. This recent firming is attributed to tightening regional supplies, increased demand from motorists, and some weather-related disruptions affecting refinery operations and distribution logistics.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.2032294927487095}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.645573158148934), 'r2': np.float64(0.25038613605600035), 'diff_z': np.float64(0.562970182967313)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.7496481535324446}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.4420147271323327}}"
"[3.113, 3.053, 3.05, 3.032, 3.104, 3.159, 3.119, 3.07, 3.03, 3.03, 3.011, 3.092, 3.18, 3.212]","[3.273, 3.332, 3.31]","Over the past fourteen weeks, gasoline retail prices have exhibited a generally steady trend, punctuated by a period of medium volatility and choppy price action. This movement has been largely influenced by fluctuating crude oil benchmarks and shifting refinery output levels. Recent weeks, however, have seen a pronounced upward shift in prices. Market analysts attribute this recent firming to tightening regional gasoline inventories and robust seasonal demand. Concurrently, refinery operations have been impacted by planned maintenance and weather-related disruptions, further contributing to the supply-side pressures observed at the pump.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.934319219516582}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8751598758424406), 'r2': np.float64(0.09876856861174221), 'diff_z': np.float64(0.6643525252389691)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.2276284852866257}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.5737047839128626}}"
